6387.351063	6.96491475604688e-15
6387.451063	6.26842328044219e-15
6387.551063	9.75088065846563e-15
6387.651063	7.31316049384922e-15
6387.751063	1.23627236919832e-14
6387.851063	1.02732492651691e-14
6387.951063	1.50398628013387e-14
6388.051063	4.98426712229605e-15
6388.151063	-4.35851306218246e-15
6388.251063	1.03024964658049e-14
6388.351063	8.04459557253906e-15
6388.451063	-6.90393349251203e-15
6388.551063	-9.83164788703812e-15
6388.651063	-2.3466913080774e-15
6388.751063	-3.68151533367552e-15
6388.851063	-8.98146924517147e-15
6388.951063	-2.28694317563013e-15
6389.051063	-6.89850379564579e-15
6389.151063	-3.0403073728509e-15
6389.251063	-2.00747439888282e-16
6389.351063	-1.30933230269818e-16
6389.451063	-5.39421338093282e-15
6389.551063	3.47967080463221e-15
6389.651063	1.20195867326869e-15
6389.751063	7.51976431299117e-16
6389.851063	4.54359136457511e-17
6389.951063	1.79556985802214e-15
6390.051063	-3.77878276338181e-16
6390.151063	1.66928938463494e-15
6390.251063	-5.46516502252571e-15
6390.351063	2.77298111747089e-15
6390.451063	-3.38954551165264e-15
6390.551063	-8.03205831604104e-15
6390.651063	-4.73765831301221e-15
6390.751063	-7.82075048714347e-16
6390.851063	-9.67400007992308e-15
6390.951063	-1.51940131913109e-14
6391.051063	1.38036859312381e-15
6391.151063	-6.36508344527948e-15
6391.251063	-3.24774646739829e-16
6391.351063	1.56811012987075e-14
6391.451063	2.1539202933312e-14
6391.551063	2.07845571401641e-14
6391.651063	3.61957913728311e-14
6391.751063	2.62707878454643e-14
6391.851063	9.33733884482535e-15
6391.951063	2.26359729571524e-15
6392.051063	-3.30833450912227e-15
6392.151063	-1.39298295120938e-15
6392.251063	2.78596590241875e-15
6392.351063	1.39298295120938e-15
6392.451063	5.5719318048375e-15
6392.551063	5.5719318048375e-15
6392.651063	-2.78596590241875e-14
6392.751063	-1.67157954145125e-14
6392.851063	-5.5719318048375e-15
6392.951063	-2.78596590241875e-14
6393.051063	-1.1143863609675e-14
6393.151063	-1.1143863609675e-14
6393.251063	-1.1143863609675e-14
6393.351063	-1.67157954145125e-14
6393.451063	5.5719318048375e-15
6393.551063	-2.78596590241875e-14
6393.651063	-5.5719318048375e-15
6393.751063	-1.39298295120938e-14
6393.851063	-5.5719318048375e-15
6393.951063	-2.78596590241875e-15
6394.051063	1.1143863609675e-14
6394.151063	-2.78596590241875e-15
6394.251063	-2.78596590241875e-15
6394.351063	2.78596590241875e-15
6394.451063	-2.78596590241875e-15
6394.551063	-4.17894885362813e-15
6394.651063	-6.96491475604688e-16
6394.751063	-5.5719318048375e-15
6394.851063	-1.04473721340703e-15
6394.951063	-2.08947442681406e-15
6395.051063	-7.4872833627504e-15
6395.151063	-8.48848985893214e-15
6395.251063	-6.66019973546983e-15
6395.351063	-7.85729445916539e-15
6395.451063	-1.78788817653758e-14
6395.551063	-2.44564411548632e-14
6395.651063	-2.85201866455221e-14
6395.751063	-2.20300500294466e-14
6395.851063	-2.19045033387089e-14
6395.951063	-1.37173273309575e-14
6396.051063	-2.23466368864338e-14
6396.151063	-7.5862863695606e-15
6396.251063	-2.14260520469436e-14
6396.351063	-6.68397431780776e-15
6396.451063	-1.49168854711836e-14
6396.551063	5.7379682326748e-15
6396.651063	5.85111516550085e-15
6396.751063	-2.20835823095615e-15
6396.851063	-2.3253524913884e-15
6396.951063	6.26680612399394e-15
6397.051063	7.52110502754697e-16
6397.151063	-1.70990000129312e-14
6397.251063	-3.30285594067612e-15
6397.351063	-2.58866444999702e-15
6397.451063	3.68898201736016e-15
6397.551063	-2.54270341950469e-15
6397.651063	3.5380485131295e-15
6397.751063	9.3065674342498e-15
6397.851063	5.57719296574395e-15
6397.951063	-3.24718192809448e-15
6398.051063	1.2116647351376e-14
6398.151063	4.0449648030376e-15
6398.251063	-2.98969247776451e-15
6398.351063	-1.09434902010702e-14
6398.451063	-1.87832181182659e-14
6398.551063	-1.73370187888626e-14
6398.651063	-2.15224883494457e-14
6398.751063	-6.99229149617685e-15
